,Date,Gross,%Gross Pot, Attendance,%Capacity,%Previews,%Perf
803,"Jun 17, 2001","$1,005,742",101%,"14,503",101%,0,8
804,"Jun 10, 2001","$1,009,013",101%,"14,496",101%,0,8
805,"Jun 3, 2001","$1,006,938",101%,"14,519",101%,0,8
806,"May 27, 2001","$1,005,132",101%,"14,507",101%,0,8
807,"May 20, 2001","$1,004,297",101%,"14,499",101%,0,8
808,"May 13, 2001","$1,005,330",101%,"14,507",101%,0,8
809,"May 6, 2001","$999,899",100%,"14,501",101%,0,8
810,"Apr 29, 2001","$998,922",100%,"14,508",101%,0,8
811,"Apr 22, 2001","$998,001",100%,"14,512",101%,0,8
812,"Apr 15, 2001","$996,904",100%,"14,511",101%,0,8
813,"Apr 8, 2001","$1,001,819",101%,"14,503",101%,0,8
814,"Apr 1, 2001","$999,755",100%,"14,509",101%,0,8
815,"Mar 25, 2001","$1,000,684",101%,"14,511",101%,0,8
816,"Mar 18, 2001","$1,000,294",100%,"14,512",101%,0,8
817,"Mar 11, 2001","$1,001,650",101%,"14,516",101%,0,8
818,"Mar 4, 2001","$1,002,691",101%,"14,513",101%,0,8
819,"Feb 25, 2001","$1,003,669",101%,"14,501",101%,0,8
820,"Feb 18, 2001","$1,005,694",101%,"14,515",101%,0,8
821,"Feb 11, 2001","$1,007,037",101%,"14,516",101%,0,8
822,"Feb 4, 2001","$1,008,174",101%,"14,514",101%,0,8
823,"Jan 28, 2001","$1,007,660",101%,"14,525",101%,0,8
824,"Jan 21, 2001","$1,018,959",102%,"14,525",101%,0,8
825,"Jan 14, 2001","$1,005,320",101%,"14,521",101%,0,8
826,"Jan 7, 2001","$1,005,790",101%,"14,527",101%,0,8
827,"Dec 31, 2000","$1,115,828",103%,"14,528",101%,0,8
828,"Dec 24, 2000","$1,113,833",103%,"14,521",101%,0,8
829,"Dec 17, 2000","$976,414",102%,"14,519",101%,0,8
830,"Dec 10, 2000","$971,383",101%,"14,519",101%,0,8
831,"Dec 3, 2000","$975,478",102%,"14,517",101%,0,8
832,"Nov 26, 2000","$1,004,635",105%,"14,522",101%,0,8
833,"Nov 19, 2000","$973,330",102%,"14,508",101%,0,8
834,"Nov 12, 2000","$976,833",102%,"14,516",101%,0,8
835,"Nov 5, 2000","$974,363",102%,"14,520",101%,0,8
836,"Oct 29, 2000","$978,596",102%,"14,519",101%,0,8
837,"Oct 22, 2000","$978,184",102%,"14,515",101%,0,8
838,"Oct 15, 2000","$977,671",102%,"14,517",101%,0,8
839,"Oct 8, 2000","$977,709",102%,"14,518",101%,0,8
840,"Oct 1, 2000","$968,967",101%,"14,517",101%,0,8
841,"Sep 24, 2000","$971,283",101%,"14,519",101%,0,8
842,"Sep 17, 2000","$969,988",101%,"14,515",101%,0,8
843,"Sep 10, 2000","$970,056",101%,"14,522",101%,0,8
844,"Sep 3, 2000","$976,522",102%,"14,518",101%,0,8
845,"Aug 27, 2000","$964,452",101%,"14,512",101%,0,8
846,"Aug 20, 2000","$973,104",102%,"14,515",101%,0,8
847,"Aug 13, 2000","$973,930",102%,"14,519",101%,0,8
848,"Aug 6, 2000","$972,985",102%,"14,518",101%,0,8
849,"Jul 30, 2000","$974,824",102%,"14,528",101%,0,8
850,"Jul 23, 2000","$970,981",101%,"14,517",101%,0,8
851,"Jul 16, 2000","$966,584",101%,"14,511",101%,0,8
852,"Jul 9, 2000","$969,515",101%,"14,517",101%,0,8
853,"Jul 2, 2000","$968,402",101%,"14,514",101%,0,8
854,"Jun 25, 2000","$961,264",100%,"14,508",101%,0,8
855,"Jun 18, 2000","$964,503",101%,"14,517",101%,0,8
856,"Jun 11, 2000","$956,694",100%,"14,508",101%,0,8
857,"Jun 4, 2000","$964,310",101%,"14,521",101%,0,8
858,"May 28, 2000","$962,857",101%,"14,514",101%,0,8
859,"May 21, 2000","$964,387",101%,"14,510",101%,0,8
860,"May 14, 2000","$963,134",101%,"14,513",101%,0,8
861,"May 7, 2000","$959,589",100%,"14,514",101%,0,8
862,"Apr 30, 2000","$961,711",100%,"14,519",101%,0,8
863,"Apr 23, 2000","$964,737",101%,"14,518",101%,0,8
864,"Apr 16, 2000","$959,999",100%,"14,514",101%,0,8
865,"Apr 9, 2000","$958,265",100%,"14,500",101%,0,8
866,"Apr 2, 2000","$960,835",100%,"14,509",101%,0,8
867,"Mar 26, 2000","$939,304",102%,"14,516",101%,0,8
868,"Mar 19, 2000","$937,600",102%,"14,520",101%,0,8
869,"Mar 12, 2000","$933,213",102%,"14,514",101%,0,8
870,"Mar 5, 2000","$934,933",102%,"14,524",101%,0,8
871,"Feb 27, 2000","$934,636",102%,"14,515",101%,0,8
872,"Feb 20, 2000","$935,542",102%,"14,527",101%,0,8
873,"Feb 13, 2000","$938,336",102%,"14,523",101%,0,8
874,"Feb 6, 2000","$937,552",102%,"14,519",101%,0,8
875,"Jan 30, 2000","$931,178",101%,"14,520",101%,0,8
876,"Jan 23, 2000","$930,450",101%,"14,509",101%,0,8
877,"Jan 16, 2000","$929,752",101%,"14,513",101%,0,8
878,"Jan 9, 2000","$927,843",101%,"14,508",101%,0,8
879,"Jan 2, 2000","$1,073,188",105%,"14,509",101%,0,8
880,"Dec 26, 1999","$1,060,162",104%,"14,531",101%,0,8
881,"Dec 19, 1999","$914,053",101%,"14,522",101%,0,8
882,"Dec 12, 1999","$910,025",101%,"14,510",101%,0,8
883,"Dec 5, 1999","$913,871",101%,"14,508",101%,0,8
884,"Nov 28, 1999","$938,722",104%,"14,514",101%,0,8
885,"Nov 21, 1999","$1,033,988",101%,"16,319",101%,0,9
886,"Nov 14, 1999","$910,038",101%,"14,512",101%,0,8
887,"Nov 7, 1999","$913,819",101%,"14,518",101%,0,8
888,"Oct 31, 1999","$896,172",99%,"14,518",103%,0,8
889,"Oct 24, 1999","$888,071",98%,"14,514",103%,0,8
890,"Oct 17, 1999","$889,473",98%,"14,502",103%,0,8
891,"Oct 10, 1999","$885,627",98%,"14,509",103%,0,8
892,"Oct 3, 1999","$886,261",98%,"14,502",103%,0,8
893,"Sep 26, 1999","$885,051",98%,"14,381",102%,0,8
894,"Sep 19, 1999","$876,449",97%,"14,245",102%,0,8
895,"Sep 12, 1999","$880,717",98%,"14,199",101%,0,8
896,"Sep 5, 1999","$875,772",97%,"14,196",101%,0,8
897,"Aug 29, 1999","$875,926",97%,"14,218",101%,0,8
898,"Aug 22, 1999","$866,065",96%,"14,218",101%,0,8
899,"Aug 15, 1999","$869,230",96%,"14,212",101%,0,8
900,"Aug 8, 1999","$878,976",97%,"14,218",101%,0,8
901,"Aug 1, 1999","$869,372",96%,"14,216",101%,0,8
902,"Jul 25, 1999","$869,974",96%,"14,222",101%,0,8
903,"Jul 18, 1999","$881,271",98%,"14,215",101%,0,8
904,"Jul 11, 1999","$869,539",96%,"14,225",101%,0,8
905,"Jul 4, 1999","$820,679",91%,"13,327",95%,0,8
906,"Jun 27, 1999","$862,783",96%,"14,218",101%,0,8
907,"Jun 20, 1999","$860,234",95%,"14,224",101%,0,8
908,"Jun 13, 1999","$854,935",95%,"14,216",101%,0,8
909,"Jun 6, 1999","$855,748",95%,"14,217",101%,0,8
910,"May 30, 1999","$864,679",96%,"14,209",101%,0,8
911,"May 23, 1999","$861,315",95%,"14,210",101%,0,8
912,"May 16, 1999","$858,808",95%,"14,207",101%,0,8
913,"May 9, 1999","$855,643",95%,"14,213",101%,0,8
914,"May 2, 1999","$854,622",95%,"14,209",101%,0,8
915,"Apr 25, 1999","$845,483",94%,"14,218",101%,0,8
916,"Apr 18, 1999","$846,833",94%,"14,204",101%,0,8
917,"Apr 11, 1999","$844,159",93%,"14,206",101%,0,8
918,"Apr 4, 1999","$851,585",94%,"14,218",101%,0,8
919,"Mar 28, 1999","$843,815",93%,"14,216",101%,0,8
920,"Mar 21, 1999","$851,059",94%,"14,214",101%,0,8
921,"Mar 14, 1999","$848,099",94%,"14,212",101%,0,8
922,"Mar 7, 1999","$843,978",93%,"14,211",101%,0,8
923,"Feb 28, 1999","$847,230",94%,"14,209",101%,0,8
924,"Feb 21, 1999","$843,721",93%,"14,211",101%,0,8
925,"Feb 14, 1999","$844,483",94%,"14,203",101%,0,8
926,"Feb 7, 1999","$844,634",94%,"14,205",101%,0,8
927,"Jan 31, 1999","$841,484",93%,"14,199",101%,0,8
928,"Jan 24, 1999","$842,989",93%,"14,193",101%,0,8
929,"Jan 17, 1999","$835,021",92%,"14,206",101%,0,8
930,"Jan 10, 1999","$840,619",93%,"14,195",101%,0,8
931,"Jan 3, 1999","$989,132",110%,"14,204",101%,0,8
932,"Dec 27, 1998","$981,588",109%,"14,216",101%,0,8
933,"Dec 20, 1998","$828,521",92%,"14,191",102%,0,8
934,"Dec 13, 1998","$933,996",103%,"15,949",102%,0,9
935,"Dec 6, 1998","$822,221",101%,"14,198",102%,0,8
936,"Nov 29, 1998","$846,977",104%,"14,204",102%,0,8
937,"Nov 22, 1998","$821,097",101%,"14,201",102%,0,8
938,"Nov 15, 1998","$820,156",101%,"14,187",102%,0,8
939,"Nov 8, 1998","$825,130",102%,"14,202",102%,0,8
940,"Nov 1, 1998","$823,426",101%,"14,205",102%,0,8
941,"Oct 25, 1998","$822,182",101%,"14,193",102%,0,8
942,"Oct 18, 1998","$819,282",103%,"14,193",102%,0,8
943,"Oct 11, 1998","$826,495",104%,"14,217",102%,0,8
944,"Oct 4, 1998","$823,434",103%,"14,208",102%,0,8
945,"Sep 27, 1998","$820,589",103%,"14,211",102%,0,8
946,"Sep 20, 1998","$931,077",117%,"14,178",90%,0,9
947,"Sep 13, 1998","$819,025",103%,"14,205",102%,0,8
948,"Sep 6, 1998","$822,329",103%,"14,208",102%,0,8
949,"Aug 30, 1998","$824,408",103%,"14,204",102%,0,8
950,"Aug 23, 1998","$818,863",103%,"14,195",102%,0,8
951,"Aug 16, 1998","$818,561",103%,"14,203",102%,0,8
952,"Aug 9, 1998","$816,377",102%,"14,193",102%,0,8
953,"Aug 2, 1998","$818,535",103%,"14,192",102%,0,8
954,"Jul 26, 1998","$813,166",102%,"14,196",102%,0,8
955,"Jul 19, 1998","$811,551",102%,"14,075",101%,0,8
956,"Jul 12, 1998","$814,589",102%,"14,196",102%,0,8
957,"Jul 5, 1998","$753,653",95%,"13,202",95%,0,8
958,"Jun 28, 1998","$812,324",102%,"14,197",102%,0,8
959,"Jun 21, 1998","$813,300",102%,"14,216",102%,0,8
960,"Jun 14, 1998","$807,614",101%,"14,189",102%,0,8
961,"Jun 7, 1998","$805,676",101%,"14,164",101%,0,8
962,"May 31, 1998","$803,183",101%,"14,042",101%,0,8
963,"May 24, 1998","$805,954",101%,"14,094",101%,0,8
964,"May 17, 1998","$804,308",101%,"14,076",101%,0,8
965,"May 10, 1998","$800,983",101%,"14,030",101%,0,8
966,"May 3, 1998","$802,938",101%,"14,090",101%,0,8
967,"Apr 26, 1998","$803,935",101%,"14,096",101%,0,8
968,"Apr 19, 1998","$802,568",101%,"14,082",101%,0,8
969,"Apr 12, 1998","$814,406",102%,"14,120",101%,0,8
970,"Apr 5, 1998","$808,447",101%,"14,148",101%,0,8
971,"Mar 29, 1998","$805,082",101%,"14,090",101%,0,8
972,"Mar 22, 1998","$800,528",101%,"14,099",101%,0,8
973,"Mar 15, 1998","$799,203",100%,"14,117",101%,0,8
974,"Mar 8, 1998","$804,279",101%,"14,098",101%,0,8
975,"Mar 1, 1998","$798,182",100%,"13,997",100%,0,8
976,"Feb 22, 1998","$802,273",101%,"14,031",101%,0,8
977,"Feb 15, 1998","$799,732",100%,"14,022",100%,0,8
978,"Feb 8, 1998","$798,506",100%,"13,992",100%,0,8
979,"Feb 1, 1998","$801,929",101%,"14,015",100%,0,8
980,"Jan 25, 1998","$802,440",101%,"14,011",100%,0,8
981,"Jan 18, 1998","$797,481",100%,"14,007",100%,0,8
982,"Jan 11, 1998","$800,239",100%,"14,024",100%,0,8
983,"Jan 4, 1998","$850,663",107%,"14,128",101%,0,8
984,"Dec 28, 1997","$873,877",110%,"14,131",101%,0,8
985,"Dec 21, 1997","$798,660",100%,"14,115",101%,0,8
986,"Dec 14, 1997","$793,589",100%,"14,097",101%,0,8
987,"Dec 7, 1997","$796,753",100%,"14,103",101%,0,8
988,"Nov 30, 1997","$810,968",102%,"14,088",101%,0,8
989,"Nov 23, 1997","$756,492",95%,"13,489",97%,0,8
990,"Nov 16, 1997","$644,121",81%,"11,397",82%,2,6
991,"Nov 9, 1997","$754,386",95%,"13,372",96%,8,0
992,"Nov 2, 1997","$670,304",84%,"11,811",85%,8,0
993,"Oct 26, 1997","$724,213",91%,"12,460",89%,8,0
994,"Oct 19, 1997","$630,828",91%,"10,645",87%,7,0
