,Date,Gross,%Gross Pot, Attendance,%Capacity,%Previews,%Perf
415,"Dec 14, 2008","$1,143,059",135%,"9,854",101%,0,8
416,"Dec 7, 2008","$1,174,425",139%,"9,712",99%,0,8
417,"Nov 30, 2008","$1,293,510",153%,"9,788",100%,0,8
418,"Nov 23, 2008","$1,052,330",124%,"9,655",99%,0,8
419,"Nov 16, 2008","$1,072,512",127%,"9,682",99%,0,8
420,"Nov 9, 2008","$1,074,054",127%,"9,480",97%,0,8
421,"Nov 2, 2008","$1,057,856",125%,"9,628",98%,0,8
422,"Oct 26, 2008","$1,111,741",131%,"9,773",100%,0,8
423,"Oct 19, 2008","$1,125,080",133%,"9,884",101%,0,8
424,"Oct 12, 2008","$1,142,544",135%,"9,869",101%,0,8
425,"Oct 5, 2008","$1,104,309",130%,"9,874",101%,0,8
426,"Sep 28, 2008","$1,099,560",130%,"9,862",101%,0,8
427,"Sep 21, 2008","$1,136,055",134%,"9,892",101%,0,8
428,"Sep 14, 2008","$1,101,156",130%,"9,753",100%,0,8
429,"Sep 7, 2008","$1,043,538",123%,"9,359",96%,0,8
430,"Aug 31, 2008","$1,135,723",134%,"9,853",101%,0,8
431,"Aug 24, 2008","$1,099,592",130%,"9,804",100%,0,8
432,"Aug 17, 2008","$1,100,642",130%,"9,853",101%,0,8
433,"Aug 10, 2008","$1,115,096",132%,"9,852",101%,0,8
434,"Aug 3, 2008","$1,126,630",133%,"9,850",101%,0,8
435,"Jul 27, 2008","$1,129,029",133%,"9,853",101%,0,8
436,"Jul 20, 2008","$1,150,420",136%,"9,852",101%,0,8
437,"Jul 13, 2008","$1,123,234",133%,"9,847",101%,0,8
438,"Jul 6, 2008","$1,114,856",132%,"9,853",101%,0,8
439,"Jun 29, 2008","$1,151,550",136%,"9,854",101%,0,8
440,"Jun 22, 2008","$1,144,441",135%,"9,844",101%,0,8
441,"Jun 15, 2008","$1,139,296",135%,"9,839",101%,0,8
442,"Jun 8, 2008","$1,158,688",137%,"9,835",101%,0,8
443,"Jun 1, 2008","$1,103,648",130%,"9,848",101%,0,8
444,"May 25, 2008","$1,166,539",138%,"9,851",101%,0,8
445,"May 18, 2008","$1,163,619",137%,"9,843",101%,0,8
446,"May 11, 2008","$1,164,898",138%,"9,845",101%,0,8
447,"May 4, 2008","$1,159,358",137%,"9,796",100%,0,8
448,"Apr 27, 2008","$1,155,960",137%,"9,852",101%,0,8
449,"Apr 20, 2008","$1,138,035",134%,"9,796",100%,0,8
450,"Apr 13, 2008","$1,131,348",134%,"9,832",101%,0,8
451,"Apr 6, 2008","$1,139,505",135%,"9,806",100%,0,8
452,"Mar 30, 2008","$1,160,319",137%,"9,850",101%,0,8
453,"Mar 23, 2008","$1,116,266",132%,"9,840",101%,0,8
454,"Mar 16, 2008","$1,140,524",135%,"9,809",100%,0,8
455,"Mar 9, 2008","$1,082,652",128%,"9,591",98%,0,8
456,"Mar 2, 2008","$1,056,150",125%,"9,304",95%,0,8
457,"Feb 24, 2008","$1,134,688",134%,"9,843",101%,0,8
458,"Feb 17, 2008","$1,136,337",134%,"9,439",97%,0,8
459,"Feb 10, 2008","$1,127,362",133%,"9,564",98%,0,8
460,"Feb 3, 2008","$1,081,839",128%,"9,534",98%,0,8
461,"Jan 27, 2008","$1,120,796",132%,"9,725",99%,0,8
462,"Jan 20, 2008","$1,157,164",137%,"9,808",100%,0,8
463,"Jan 13, 2008","$1,172,218",138%,"9,812",100%,0,8
464,"Jan 6, 2008","$1,229,925",145%,"9,855",101%,0,8
465,"Dec 30, 2007","$1,373,842",162%,"9,854",101%,0,8
466,"Dec 23, 2007","$1,263,193",149%,"9,803",100%,0,8
467,"Dec 16, 2007","$1,263,204",149%,"9,834",101%,0,8
468,"Dec 9, 2007","$1,367,780",162%,"9,841",101%,0,8
469,"Dec 2, 2007","$887,472",153%,"6,160",101%,0,5
470,"Nov 11, 2007","$732,840",111%,"6,157",101%,0,5
471,"Nov 4, 2007","$1,217,333",144%,"9,850",101%,0,8
472,"Oct 28, 2007","$1,269,259",150%,"9,853",101%,0,8
473,"Oct 21, 2007","$1,284,622",152%,"9,852",101%,0,8
474,"Oct 14, 2007","$1,272,077",150%,"9,854",101%,0,8
475,"Oct 7, 2007","$1,271,529",150%,"9,848",101%,0,8
476,"Sep 30, 2007","$1,206,558",142%,"9,851",101%,0,8
477,"Sep 23, 2007","$1,234,306",146%,"9,853",101%,0,8
478,"Sep 16, 2007","$1,208,017",143%,"9,851",101%,0,8
479,"Sep 9, 2007","$1,219,366",144%,"9,844",101%,0,8
480,"Sep 2, 2007","$1,236,877",146%,"9,850",101%,0,8
481,"Aug 26, 2007","$1,181,381",140%,"9,856",101%,0,8
482,"Aug 19, 2007","$1,233,108",146%,"9,853",101%,0,8
483,"Aug 12, 2007","$1,207,628",143%,"9,844",101%,0,8
484,"Aug 5, 2007","$1,211,816",143%,"9,850",101%,0,8
485,"Jul 29, 2007","$1,212,550",143%,"9,848",101%,0,8
486,"Jul 22, 2007","$1,197,014",141%,"9,853",101%,0,8
487,"Jul 15, 2007","$1,211,053",143%,"9,853",101%,0,8
488,"Jul 8, 2007","$1,160,479",137%,"9,839",101%,0,8
489,"Jul 1, 2007","$1,179,974",139%,"9,850",101%,0,8
490,"Jun 24, 2007","$1,223,626",145%,"9,850",101%,0,8
491,"Jun 17, 2007","$1,196,590",141%,"9,834",101%,0,8
492,"Jun 10, 2007","$1,199,557",142%,"9,848",101%,0,8
493,"Jun 3, 2007","$1,162,590",137%,"9,853",101%,0,8
494,"May 27, 2007","$1,196,730",141%,"9,828",101%,0,8
495,"May 20, 2007","$1,195,765",141%,"9,846",101%,0,8
496,"May 13, 2007","$1,190,277",141%,"9,843",101%,0,8
497,"May 6, 2007","$1,162,081",137%,"9,838",101%,0,8
498,"Apr 29, 2007","$1,165,939",138%,"9,849",101%,0,8
499,"Apr 22, 2007","$1,162,541",137%,"9,844",101%,0,8
500,"Apr 15, 2007","$1,164,098",137%,"9,850",101%,0,8
501,"Apr 8, 2007","$1,177,721",139%,"9,849",101%,0,8
502,"Apr 1, 2007","$1,154,445",136%,"9,836",101%,0,8
503,"Mar 25, 2007","$1,166,505",138%,"9,843",101%,0,8
504,"Mar 18, 2007","$1,160,591",137%,"9,843",101%,0,8
505,"Mar 11, 2007","$1,178,547",139%,"9,835",101%,0,8
506,"Mar 4, 2007","$1,159,592",137%,"9,836",101%,0,8
507,"Feb 25, 2007","$1,184,951",140%,"9,851",101%,0,8
508,"Feb 18, 2007","$1,188,695",140%,"9,824",100%,0,8
509,"Feb 11, 2007","$1,171,042",138%,"9,845",101%,0,8
510,"Feb 4, 2007","$1,164,277",138%,"9,819",100%,0,8
511,"Jan 28, 2007","$1,168,315",138%,"9,850",101%,0,8
512,"Jan 21, 2007","$1,172,292",138%,"9,851",101%,0,8
513,"Jan 14, 2007","$1,197,901",141%,"9,847",101%,0,8
514,"Jan 7, 2007","$1,196,388",141%,"9,849",101%,0,8
515,"Dec 31, 2006","$1,216,173",144%,"9,848",101%,0,8
516,"Dec 24, 2006","$1,190,518",141%,"9,828",101%,0,8
517,"Dec 17, 2006","$1,182,360",126%,"9,843",101%,0,8
518,"Dec 10, 2006","$1,197,233",128%,"9,851",101%,0,8
519,"Dec 3, 2006","$1,181,879",126%,"9,852",101%,0,8
520,"Nov 26, 2006","$1,182,602",126%,"9,848",101%,0,8
521,"Nov 19, 2006","$1,169,548",125%,"9,842",101%,0,8
522,"Nov 12, 2006","$1,175,005",126%,"9,844",101%,0,8
523,"Nov 5, 2006","$1,168,245",125%,"9,848",101%,0,8
524,"Oct 29, 2006","$1,171,006",125%,"9,853",101%,0,8
525,"Oct 22, 2006","$1,160,453",124%,"9,842",101%,0,8
526,"Oct 15, 2006","$1,164,758",124%,"9,850",101%,0,8
527,"Oct 8, 2006","$1,167,651",125%,"9,853",101%,0,8
528,"Oct 1, 2006","$1,166,937",125%,"9,847",101%,0,8
529,"Sep 24, 2006","$1,167,994",125%,"9,842",101%,0,8
530,"Sep 17, 2006","$1,161,546",124%,"9,851",101%,0,8
531,"Sep 10, 2006","$1,173,290",125%,"9,847",101%,0,8
532,"Sep 3, 2006","$1,149,155",123%,"9,828",101%,0,8
533,"Aug 27, 2006","$1,118,583",119%,"9,843",101%,0,8
534,"Aug 20, 2006","$1,105,859",118%,"9,824",100%,0,8
535,"Aug 13, 2006","$1,104,169",118%,"9,823",100%,0,8
536,"Aug 6, 2006","$1,099,413",117%,"9,837",101%,0,8
537,"Jul 30, 2006","$1,068,711",114%,"9,830",101%,0,8
538,"Jul 23, 2006","$1,059,055",113%,"9,833",101%,0,8
539,"Jul 16, 2006","$1,050,974",112%,"9,832",101%,0,8
540,"Jul 9, 2006","$1,072,995",115%,"9,834",101%,0,8
541,"Jul 2, 2006","$1,056,571",113%,"9,798",100%,0,8
542,"Jun 25, 2006","$1,026,049",110%,"9,805",100%,0,8
543,"Jun 18, 2006","$1,038,229",111%,"9,842",101%,0,8
544,"Jun 11, 2006","$1,024,537",109%,"9,670",99%,0,8
545,"Jun 4, 2006","$1,012,807",108%,"9,611",98%,0,8
546,"May 28, 2006","$1,025,536",110%,"9,706",99%,0,8
547,"May 21, 2006","$1,025,695",110%,"9,763",100%,0,8
548,"May 14, 2006","$993,810",106%,"9,541",98%,0,8
549,"May 7, 2006","$1,004,804",107%,"9,710",99%,0,8
550,"Apr 30, 2006","$1,002,341",107%,"9,725",99%,0,8
551,"Apr 23, 2006","$1,010,939",108%,"9,758",100%,0,8
552,"Apr 16, 2006","$1,013,616",108%,"9,742",100%,0,8
553,"Apr 9, 2006","$989,345",106%,"9,715",99%,0,8
554,"Apr 2, 2006","$999,873",107%,"9,719",99%,0,8
555,"Mar 26, 2006","$997,640",107%,"9,709",99%,0,8
556,"Mar 19, 2006","$989,866",106%,"9,537",98%,0,8
557,"Mar 12, 2006","$997,329",107%,"9,636",99%,0,8
558,"Mar 5, 2006","$911,373",97%,"9,259",95%,0,8
559,"Feb 26, 2006","$928,421",99%,"9,554",98%,0,8
560,"Feb 19, 2006","$922,844",99%,"9,429",96%,0,8
561,"Feb 12, 2006","$875,921",94%,"9,003",92%,0,8
562,"Feb 5, 2006","$884,978",95%,"9,150",94%,0,8
563,"Jan 29, 2006","$887,986",95%,"9,300",95%,0,8
564,"Jan 22, 2006","$893,540",95%,"9,252",95%,0,8
565,"Jan 15, 2006","$884,505",94%,"9,293",95%,0,8
566,"Jan 8, 2006","$904,290",97%,"9,300",95%,0,8
567,"Jan 1, 2006","$975,836",104%,"9,798",100%,0,8
568,"Dec 25, 2005","$895,865",96%,"9,090",93%,0,8
569,"Dec 18, 2005","$805,181",86%,"9,216",94%,0,8
570,"Dec 11, 2005","$817,500",87%,"9,249",95%,0,8
571,"Dec 4, 2005","$789,714",84%,"9,160",94%,0,8
572,"Nov 27, 2005","$802,858",86%,"8,887",91%,0,8
573,"Nov 20, 2005","$689,839",74%,"8,760",90%,0,8
574,"Nov 13, 2005","$667,407",71%,"8,463",87%,0,8
575,"Nov 6, 2005","$422,738",56%,"6,208",64%,7,1
576,"Oct 30, 2005","$422,416",56%,"6,804",70%,8,0
577,"Oct 23, 2005","$389,964",52%,"6,240",64%,8,0
578,"Oct 16, 2005","$329,258",44%,"5,467",56%,8,0
579,"Oct 9, 2005","$266,976",41%,"4,486",52%,7,0
