,Date,Gross,%Gross Pot, Attendance,%Capacity,%Previews,%Perf
839,"Oct 15, 2000","$678,931",92%,"10,934",85%,0,8
840,"Oct 8, 2000","$606,330",82%,"9,786",76%,0,8
841,"Oct 1, 2000","$555,437",75%,"9,040",70%,0,8
842,"Sep 24, 2000","$556,071",75%,"9,014",70%,0,8
843,"Sep 17, 2000","$582,938",79%,"9,339",73%,0,8
844,"Sep 10, 2000","$537,844",73%,"8,865",69%,0,8
845,"Sep 3, 2000","$617,201",84%,"10,180",79%,0,8
846,"Aug 27, 2000","$657,487",89%,"10,764",84%,0,8
847,"Aug 20, 2000","$708,091",96%,"11,424",89%,0,8
848,"Aug 13, 2000","$690,966",94%,"11,311",88%,0,8
849,"Aug 6, 2000","$689,155",93%,"11,286",88%,0,8
850,"Jul 30, 2000","$688,351",93%,"11,287",88%,0,8
851,"Jul 23, 2000","$690,054",93%,"11,398",89%,0,8
852,"Jul 16, 2000","$649,702",88%,"10,801",84%,0,8
853,"Jul 9, 2000","$604,574",82%,"10,411",81%,0,8
854,"Jul 2, 2000","$598,681",81%,"9,922",77%,0,8
855,"Jun 25, 2000","$663,014",90%,"10,879",85%,0,8
856,"Jun 18, 2000","$693,136",94%,"11,393",89%,0,8
857,"Jun 11, 2000","$698,928",95%,"11,614",90%,0,8
858,"Jun 4, 2000","$658,153",89%,"11,038",86%,0,8
859,"May 28, 2000","$707,038",96%,"11,712",91%,0,8
860,"May 21, 2000","$672,175",91%,"11,183",87%,0,8
861,"May 14, 2000","$629,997",85%,"10,512",82%,0,8
862,"May 7, 2000","$685,891",93%,"11,428",89%,0,8
863,"Apr 30, 2000","$788,499",107%,"12,198",95%,0,8
864,"Apr 23, 2000","$842,185",114%,"13,072",102%,0,8
865,"Apr 16, 2000","$653,098",88%,"11,924",93%,0,8
866,"Apr 9, 2000","$673,042",91%,"12,258",95%,0,8
867,"Apr 2, 2000","$687,051",93%,"12,139",94%,0,8
868,"Mar 26, 2000","$723,510",98%,"12,816",100%,0,8
869,"Mar 19, 2000","$714,757",97%,"12,741",99%,0,8
870,"Mar 12, 2000","$682,852",92%,"12,544",98%,0,8
871,"Mar 5, 2000","$592,331",80%,"10,745",84%,0,8
872,"Feb 27, 2000","$718,616",97%,"12,538",98%,0,8
873,"Feb 20, 2000","$669,310",91%,"12,107",94%,0,8
874,"Feb 13, 2000","$604,790",82%,"10,930",85%,0,8
875,"Feb 6, 2000","$551,417",75%,"10,398",81%,0,8
876,"Jan 30, 2000","$552,114",75%,"10,804",84%,0,8
877,"Jan 23, 2000","$523,618",71%,"9,896",77%,0,8
878,"Jan 16, 2000","$548,217",74%,"9,817",76%,0,8
879,"Jan 9, 2000","$614,725",83%,"9,785",76%,0,8
880,"Jan 2, 2000","$916,885",97%,"12,388",96%,0,8
881,"Dec 26, 1999","$715,999",82%,"10,128",79%,0,8
882,"Dec 19, 1999","$659,817",89%,"11,077",86%,0,8
883,"Dec 12, 1999","$732,376",99%,"12,340",96%,0,8
884,"Dec 5, 1999","$645,390",87%,"10,918",85%,0,8
885,"Nov 28, 1999","$849,034",115%,"12,941",101%,0,8
886,"Nov 21, 1999","$594,225",80%,"10,037",78%,0,8
887,"Nov 14, 1999","$650,879",88%,"10,489",82%,0,8
888,"Nov 7, 1999","$600,340",81%,"9,946",77%,0,8
889,"Oct 31, 1999","$605,669",82%,"10,294",80%,0,8
890,"Oct 24, 1999","$696,502",94%,"11,734",91%,0,8
891,"Oct 17, 1999","$727,306",98%,"12,006",93%,0,8
892,"Oct 10, 1999","$674,814",91%,"11,218",87%,0,8
893,"Oct 3, 1999","$610,615",83%,"10,155",79%,0,8
894,"Sep 26, 1999","$619,728",84%,"10,227",80%,0,8
895,"Sep 19, 1999","$630,477",85%,"10,392",81%,0,8
896,"Sep 12, 1999","$601,218",81%,"9,974",78%,0,8
897,"Sep 5, 1999","$594,636",81%,"9,554",74%,0,8
898,"Aug 29, 1999","$672,356",91%,"11,239",87%,0,8
899,"Aug 22, 1999","$726,963",98%,"12,060",94%,0,8
900,"Aug 15, 1999","$734,179",99%,"12,218",95%,0,8
901,"Aug 8, 1999","$729,192",99%,"12,039",94%,0,8
902,"Aug 1, 1999","$693,735",94%,"11,532",90%,0,8
903,"Jul 25, 1999","$717,016",97%,"11,816",92%,0,8
904,"Jul 18, 1999","$676,634",92%,"11,201",87%,0,8
905,"Jul 11, 1999","$643,511",87%,"10,664",83%,0,8
906,"Jul 4, 1999","$624,999",85%,"11,616",90%,0,8
907,"Jun 27, 1999","$699,808",95%,"12,092",94%,0,8
908,"Jun 20, 1999","$685,524",93%,"11,976",93%,0,8
909,"Jun 13, 1999","$668,826",91%,"11,670",91%,0,8
910,"Jun 6, 1999","$658,549",89%,"11,338",88%,0,8
911,"May 30, 1999","$670,388",91%,"11,526",90%,0,8
912,"May 23, 1999","$662,587",90%,"11,325",88%,0,8
913,"May 16, 1999","$632,437",86%,"10,945",85%,0,8
914,"May 9, 1999","$677,030",92%,"11,824",92%,0,8
915,"May 2, 1999","$648,425",88%,"11,419",89%,0,8
916,"Apr 25, 1999","$671,726",91%,"11,716",91%,0,8
917,"Apr 18, 1999","$609,022",82%,"10,686",83%,0,8
918,"Apr 11, 1999","$779,689",106%,"13,075",102%,0,8
919,"Apr 4, 1999","$780,239",106%,"12,918",100%,0,8
920,"Mar 28, 1999","$654,509",89%,"11,996",93%,0,8
921,"Mar 21, 1999","$665,068",90%,"12,003",93%,0,8
922,"Mar 14, 1999","$632,243",86%,"11,708",91%,0,8
923,"Mar 7, 1999","$540,351",73%,"9,987",78%,0,8
924,"Feb 28, 1999","$558,248",76%,"10,431",81%,0,8
925,"Feb 21, 1999","$701,895",95%,"12,716",99%,0,8
926,"Feb 14, 1999","$587,010",79%,"10,757",84%,0,8
927,"Feb 7, 1999","$527,082",71%,"10,159",79%,0,8
928,"Jan 31, 1999","$554,082",75%,"10,762",84%,0,8
929,"Jan 24, 1999","$607,016",82%,"11,026",86%,0,8
930,"Jan 17, 1999","$620,346",84%,"11,317",88%,0,8
931,"Jan 10, 1999","$714,001",97%,"12,631",98%,0,8
932,"Jan 3, 1999","$903,824",122%,"13,080",102%,0,8
933,"Dec 27, 1998","$866,803",117%,"13,080",102%,0,8
934,"Dec 20, 1998","$679,260",92%,"12,166",95%,0,8
935,"Dec 13, 1998","$683,677",93%,"12,113",94%,0,8
936,"Dec 6, 1998","$670,569",91%,"11,792",92%,0,8
937,"Nov 29, 1998","$818,253",111%,"13,069",102%,0,8
938,"Nov 22, 1998","$631,472",85%,"11,175",87%,0,8
939,"Nov 15, 1998","$680,296",92%,"12,073",94%,0,8
940,"Nov 8, 1998","$653,053",88%,"11,570",90%,0,8
941,"Nov 1, 1998","$618,528",84%,"10,941",85%,0,8
942,"Oct 25, 1998","$702,173",95%,"12,266",95%,0,8
943,"Oct 18, 1998","$744,781",101%,"13,046",101%,0,8
944,"Oct 11, 1998","$689,199",93%,"11,998",93%,0,8
945,"Oct 4, 1998","$625,051",85%,"10,979",85%,0,8
946,"Sep 27, 1998","$662,480",90%,"11,334",88%,0,8
947,"Sep 20, 1998","$655,497",89%,"11,106",86%,0,8
948,"Sep 13, 1998","$633,892",86%,"10,666",83%,0,8
949,"Sep 6, 1998","$558,481",76%,"9,288",72%,0,8
950,"Aug 30, 1998","$638,256",86%,"10,565",82%,0,8
951,"Aug 23, 1998","$723,643",98%,"11,849",92%,0,8
952,"Aug 16, 1998","$776,886",105%,"12,727",99%,0,8
953,"Aug 9, 1998","$749,972",102%,"12,268",95%,0,8
954,"Aug 2, 1998","$755,933",102%,"12,350",96%,0,8
955,"Jul 26, 1998","$763,445",103%,"12,551",98%,0,8
956,"Jul 19, 1998","$756,568",102%,"12,412",96%,0,8
957,"Jul 12, 1998","$685,707",93%,"11,314",88%,0,8
958,"Jul 5, 1998","$654,256",89%,"11,554",90%,0,8
959,"Jun 28, 1998","$744,999",101%,"12,260",95%,0,8
960,"Jun 21, 1998","$729,807",99%,"12,116",94%,0,8
961,"Jun 14, 1998","$757,297",103%,"12,587",98%,0,8
962,"Jun 7, 1998","$707,176",96%,"11,764",91%,0,8
963,"May 31, 1998","$674,801",91%,"11,286",88%,0,8
964,"May 24, 1998","$710,748",96%,"11,737",91%,0,8
965,"May 17, 1998","$703,196",95%,"12,128",94%,0,8
966,"May 10, 1998","$712,458",96%,"12,115",94%,0,8
967,"May 3, 1998","$681,108",92%,"11,611",90%,0,8
968,"Apr 26, 1998","$703,934",95%,"11,997",93%,0,8
969,"Apr 19, 1998","$783,536",106%,"13,080",102%,0,8
970,"Apr 12, 1998","$785,008",106%,"13,080",102%,0,8
971,"Apr 5, 1998","$622,209",84%,"10,604",82%,0,8
972,"Mar 29, 1998","$707,847",96%,"12,941",101%,0,8
973,"Mar 22, 1998","$689,181",93%,"12,443",97%,0,8
974,"Mar 15, 1998","$700,170",95%,"13,001",101%,0,8
975,"Mar 8, 1998","$622,918",84%,"11,422",89%,0,8
976,"Mar 1, 1998","$693,049",94%,"12,452",97%,0,8
977,"Feb 22, 1998","$703,455",95%,"13,080",102%,0,8
978,"Feb 15, 1998","$679,596",92%,"12,762",99%,0,8
979,"Feb 8, 1998","$626,625",85%,"11,976",93%,0,8
980,"Feb 1, 1998","$644,723",87%,"11,366",88%,0,8
981,"Jan 25, 1998","$651,109",88%,"11,935",93%,0,8
982,"Jan 18, 1998","$646,405",88%,"11,604",90%,0,8
983,"Jan 11, 1998","$715,589",97%,"11,792",92%,0,8
984,"Jan 4, 1998","$879,864",119%,"13,080",102%,0,8
985,"Dec 28, 1997","$875,808",119%,"13,080",102%,0,8
986,"Dec 21, 1997","$698,825",95%,"12,175",95%,0,8
987,"Dec 14, 1997","$704,929",95%,"12,192",95%,0,8
988,"Dec 7, 1997","$701,004",95%,"12,135",94%,0,8
989,"Nov 30, 1997","$774,142",105%,"12,608",98%,0,8
990,"Nov 23, 1997","$659,164",89%,"11,421",89%,0,8
991,"Nov 16, 1997","$659,240",89%,"11,471",89%,0,8
992,"Nov 9, 1997","$637,242",86%,"11,020",86%,0,8
993,"Nov 2, 1997","$663,382",90%,"11,597",90%,0,8
994,"Oct 26, 1997","$715,449",97%,"12,277",95%,0,8
995,"Oct 19, 1997","$739,532",100%,"12,596",98%,0,8
996,"Oct 12, 1997","$684,186",93%,"11,622",90%,0,8
997,"Oct 5, 1997","$665,475",90%,"11,359",88%,0,8
998,"Sep 28, 1997","$698,986",95%,"11,738",91%,0,8
999,"Sep 21, 1997","$691,130",94%,"11,531",90%,0,8
1000,"Sep 14, 1997","$677,953",92%,"11,271",88%,0,8
1001,"Sep 7, 1997","$608,600",82%,"10,083",78%,0,8
1002,"Aug 31, 1997","$747,177",101%,"12,092",94%,0,8
1003,"Aug 24, 1997","$767,262",104%,"12,468",97%,0,8
1004,"Aug 17, 1997","$797,961",108%,"12,987",101%,0,8
1005,"Aug 10, 1997","$775,182",105%,"12,728",99%,0,8
1006,"Aug 3, 1997","$789,646",107%,"12,872",100%,0,8
1007,"Jul 27, 1997","$795,770",108%,"13,040",101%,0,8
1008,"Jul 20, 1997","$746,288",101%,"12,269",95%,0,8
1009,"Jul 13, 1997","$748,579",101%,"12,322",96%,0,8
1010,"Jul 6, 1997","$677,213",92%,"11,100",86%,0,8
1011,"Jun 29, 1997","$745,893",101%,"12,444",97%,0,8
1012,"Jun 22, 1997","$745,675",101%,"12,496",97%,0,8
1013,"Jun 15, 1997","$741,790",100%,"12,656",98%,0,8
1014,"Jun 8, 1997","$730,494",99%,"12,395",96%,0,8
